authors,published_parsed,summary,arxiv_primary_category,weights,pagenum,refnum,category
"[u'Jie Chen', u'Xue-Qian Li', u'Bing-Song Zou']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=2, tm_hour=13, tm_min=13, tm_sec=23, tm_wday=6, tm_yday=2, tm_isdst=0)","We carefully analyze the relative branching ratios of $4\pi$ final states
$\pi^+\pi^-\pi^+\pi^-$, $\pi^+\pi^-\pi^0\pi^0$ and $\pi^0\pi^0\pi^0\pi^0$, from
various resonances of $J^{PC}=0^{++}$, $0^{-+}$, $2^{++}$. We find that the
Bose symmetry interference effects would make their ratios to obviously differ
from the naive counting values without considering these effects. The results
should be applied to estimate correctly various $4\pi$ decay branching ratios
of relevant resonances.","{'term': u'hep-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.5,15,11,hep-ph
[u'Artan Borici'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=17, tm_hour=9, tm_min=38, tm_sec=10, tm_wday=0, tm_yday=17, tm_isdst=0)","I describe a Lanczos method to compute the Neuberger Operator and a multigrid
algorithm for its inversion.","{'term': u'hep-lat', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,12,14,hep-lat
"[u'M. Pleimling', u'W. Selke']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=13, tm_hour=8, tm_min=57, tm_sec=20, tm_wday=3, tm_yday=13, tm_isdst=0)","The two-dimensional Ising model with fixed magnetization is studied using
Monte Carlo techniques. At the coexistence line, the macroscopic, extensive
droplet of minority spins becomes thermally unstable by breaking up into
microscopic clusters. Intriguing finite--size effects as well as singularities
of thermal and cluster properties associated with the transition are discussed.","{'term': u'cond-mat.stat-mech', 'scheme': u'http://arxiv.org/schemas/atom'}",1.0,7,16,cond-mat.stat-mech
"[u'F. Venturini', u'U. Michelucci', u'T. P. Devereaux', u'A. P. Kampf']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=19, tm_hour=13, tm_min=20, tm_sec=45, tm_wday=2, tm_yday=19, tm_isdst=0)","While the low frequency electronic Raman response in the superconducting
state of the cuprates can be largely understood in terms of a d-wave energy
gap, a long standing problem has been an explanation for the spectra observed
in A_{1g} polarization orientations. We present calculations which suggest that
the peak position of the observed A_{1g} spectra is due to a collective spin
fluctuation mode.","{'term': u'cond-mat.supr-con', 'scheme': u'http://arxiv.org/schemas/atom'}",0.3333333333333333,2,8,cond-mat.supr-con
"[u'A. Zheludev', u'T. Masuda', u'I. Tsukada', u'Y. Uchiyama', u'K. Uchinokura', u'P. Boni', u'S. -H. Lee']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=25, tm_hour=21, tm_min=23, tm_sec=23, tm_wday=1, tm_yday=25, tm_isdst=0)","Two quasi-1-dimensional S=1 quantum antiferromagnetic materials, PbNi2V2O8
and SrNi2V2O8, are studied by inelastic neutron scattering on powder samples.
While magnetic interactions in the two systems are found to be very similar,
subtle differences in inter-chain interaction strengths and magnetic anisotropy
are detected. The latter are shown to be responsible for qualitatively
different ground state properties: magnetic long-range order in SrNi2V2O8 and
disordered ``spin liquid'' Haldane-gap state in PbNi2V2O8.","{'term': u'cond-mat.str-el', 'scheme': u'http://arxiv.org/schemas/atom'}",0.16666666666666666,28,5,cond-mat.str-el
[u'Guenter Sigl'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=6, tm_hour=15, tm_min=49, tm_sec=11, tm_wday=3, tm_yday=6, tm_isdst=0)","Some solutions of the hierarchy problem of particle physics can lead to
significantly increased neutrino cross sections beyond the electroweak scale.
We discuss some consequences for and constraints resulting from cosmic ray
physics.","{'term': u'hep-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,3,36,hep-ph
[u'Torsten A. Ensslin'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=25, tm_hour=17, tm_min=22, tm_sec=0, tm_wday=1, tm_yday=25, tm_isdst=0)","A short review on theoretical implications of non-thermal emission (radio,
extreme ultraviolet, high energy X-ray) from the intra-cluster medium is given.
The origin of cluster radio halos and cluster radio relics is discussed within
the framework of a network of processes producing a non-thermal electron
population. Emphasis is given to the role of old, remnant, presently invisible
relativistic plasma released by former radio galaxies.","{'term': u'astro-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,8,63,astro-ph
[u'Guenther Hasinger'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=20, tm_hour=17, tm_min=2, tm_sec=58, tm_wday=3, tm_yday=20, tm_isdst=0)","Deep X-ray surveys have shown that the cosmic X-ray background (XRB) is
largely due to accretion onto supermassive black holes, integrated over cosmic
time. However, the characteristic hard spectrum of the XRB can only be
explained if most AGN spectra are heavily absorbed. The absorbed AGN will
suffer severe extinction and therefore, unlike classical QSOs, will not be
prominent at optical wavelengths. Most of the accretion power is being absorbed
by gas and dust and will have to be reradiated in the FIR/sub-mm band. AGN
could therefore contribute a substantial fraction to the recently discovered
cosmic FIR/sub-mm background. Here it is shown that a number of high-redshift
absorbed X-ray sources selected in the ROSAT Deep Survey of the Lockman Hole
have broad-band spectral energy distributions very similar to the local ULIRG
NGC6240, lending additional support to the background models for the obscured
universe.","{'term': u'astro-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,9,48,astro-ph
"[u'M. Capone', u'D. Feinberg', u'M. Grilli']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=18, tm_hour=13, tm_min=7, tm_sec=59, tm_wday=1, tm_yday=18, tm_isdst=0)","It is shown that the layered antiferromagnetic order in stoechiometric
LaMnO_3 cannot be understood purely from electronic interactions. On the
contrary, it mainly results from strong cooperative Jahn-Teller deformations.
Those involve a compression of the Mn-O octahedron along the c-axis (mode Q_3 <
0), while alternate Jahn-Teller deformations occur in the ab-plane (mode Q_2).
These deformations stabilize a certain type of orbital ordering. The resulting
superexchange couplings are calculated by exact diagonalization, taking into
account both e_g and t_{2g} orbitals. The main result is that antiferromagnetic
(ferromagnetic) coupling along the c-direction (ab-planes) can be understood
only if the Jahn-Teller energy is much larger than the superexchange couplings,
which is consistent with experiments. This mechanism contrasts with that based
on weak Jahn-Teller coupling which instead predicts elongation along the c-axis
(Q_3 > 0). The crucial role of the deformation anisotropy Q_2/Q_3 is also
emphasized.","{'term': u'cond-mat.str-el', 'scheme': u'http://arxiv.org/schemas/atom'}",0.5,8,21,cond-mat.str-el
[u'Fyodor V. Tkachov'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=9, tm_hour=17, tm_min=2, tm_sec=9, tm_wday=6, tm_yday=9, tm_isdst=0)","A simple criterion is presented for a practical construction of generalized
moments that allow one to approach the theoretical Rao-Cramer limit for
parameter estimation while avoiding the complexity of the maximum likelihood
method in the cases of complicated probability distributions and/or very large
event samples.","{'term': u'physics.data-an', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,4,6,physics.data-an
"[u'Aninda Jiban Bhattacharyya', u'Abhijit Mookerjee', u'A. K. Bhattacharyya']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=20, tm_hour=8, tm_min=42, tm_sec=17, tm_wday=3, tm_yday=20, tm_isdst=0)","In this communication we study the equilibrium shapes and energetics of Cu
clusters of various sizes upto 20 atoms using the Full-Potential Tight Binding
Muffin-tin Orbitals Molecular Dynamics. We compare our results with earlier
works by physicists and chemists using different methodologies.","{'term': u'cond-mat', 'scheme': u'http://arxiv.org/schemas/atom'}",0.5,30,83,cond-mat
"[u'A. Effern', u'K. Lehnertz', u'T. Schreiber', u'T. Grunwald', u'P. David', u'C. E. Elger']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=28, tm_hour=13, tm_min=4, tm_sec=48, tm_wday=4, tm_yday=28, tm_isdst=0)","We present a new wavelet based method for the denoising of {\it event related
potentials} ERPs), employing techniques recently developed for the paradigm of
deterministic chaotic systems. The denoising scheme has been constructed to be
appropriate for short and transient time sequences using circular state space
embedding. Its effectiveness was successfully tested on simulated signals as
well as on ERPs recorded from within a human brain. The method enables the
study of individual ERPs against strong ongoing brain electrical activity.","{'term': u'physics.data-an', 'scheme': u'http://arxiv.org/schemas/atom'}",0.2,23,27,physics.data-an
"[u'Enrico Scalas', u'Rudolf Gorenflo', u'Francesco Mainardi']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=10, tm_hour=20, tm_min=37, tm_sec=3, tm_wday=0, tm_yday=10, tm_isdst=0)","In this paper we present a rather general phenomenological theory of
tick-by-tick dynamics in financial markets. Many well-known aspects, such as
the L\'evy scaling form, follow as particular cases of the theory. The theory
fully takes into account the non-Markovian and non-local character of financial
time series. Predictions on the long-time behaviour of the waiting-time
probability density are presented. Finally, a general scaling form is given,
based on the solution of the fractional diffusion equation.","{'term': u'cond-mat.dis-nn', 'scheme': u'http://arxiv.org/schemas/atom'}",0.5,11,29,cond-mat.dis-nn
"[u'M. Fabrizio', u'A. O. Gogolin', u'A. A. Nersesyan']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=17, tm_hour=13, tm_min=31, tm_sec=14, tm_wday=0, tm_yday=17, tm_isdst=0)","We study the properties of the double-frequency sine--Gordon model in the
vicinity of the Ising quantum phase transition displayed by this model. Using a
mapping onto a generalised lattice quantum Ashkin-Teller model, we obtain
critical and nearly-off-critical correlation functions of various operators. We
discuss applications of the double-sine-Gordon model to one-dimensional
physical systems, like spin chains in a staggered external field and
interacting electrons in a staggered potential.","{'term': u'cond-mat.str-el', 'scheme': u'http://arxiv.org/schemas/atom'}",0.5,51,39,cond-mat.str-el
"[u'I. G. Lang', u'L. I. Korovin', u'D. A. Contreras-Solorio', u'S. T. Pavlov']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=18, tm_hour=19, tm_min=55, tm_sec=34, tm_wday=1, tm_yday=18, tm_isdst=0)","The light absorption {\cal A} and reflection{\calR} coefficients for a
three-level system in a quantum well (QW) in a strong magnetic field {\bf H},
directed perpendicularly to the QW's plane, have been calculated. The energy
levels correspond to the ground state and to magnetopolaron energy levels
\hbar\omega_{1(2)} with the inverse lifetimes \gamma_{r1(2)} and \gamma_{1(2)}.
The inverse radiative lifetime of an EHP in a QW \gamma_{r\xi}(\bf{\cal
K}_{\perp})\not=0 only under condition {\cal K}_{\perp}\le\omega_\xi n/c, where
\hbar\omega_\xi is the EHP energy. It has been shown that
\gamma_{r\xi}(\bf{\cal K}_{\perp}) is proportional to H. The values
\gamma_{ra}(\bf{\cal K}_{\perp}) and \gamma_{rb}(\bf{\cal K}_{\perp}) for an
excitation consisting of a hole and a usual magnetopolaron have been
calculated. The index a(b) designates a magnetopolaron upper (lower) term. In
the resonance at H_{res}=m_ec\omega_{LO}/|e|~~
\gamma_{ra}^{res}=\gamma_{rb}^{res}=\gamma_{r\xi_0}^{res}/2, where the index
\xi_0 corresponds to the EHP with n_e=n_h=1. The dependencies {\cal A}(H)$ and
${\cal R}(H) for various values of \omega_l in the magnetophonon resonance
vicinity have been obtained. The existence of ""combined""and ""weak"" polarons has
been predicted. The resonant value H_{res} for the combined polaron case
depends on a QW's depth and width.","{'term': u'cond-mat.mes-hall', 'scheme': u'http://arxiv.org/schemas/atom'}",0.3333333333333333,16,34,cond-mat.mes-hall
[u'E. Blucher'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=18, tm_hour=20, tm_min=0, tm_sec=4, tm_wday=1, tm_yday=18, tm_isdst=0)","The first measurement of epsilon-prime / epsilon from the KTeV experiment at
Fermilab is described.","{'term': u'hep-ex', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,16,16,hep-ex
[u'Boris Tsirelson'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=12, tm_hour=19, tm_min=44, tm_sec=42, tm_wday=2, tm_yday=12, tm_isdst=0)","The set of zeros of a Brownian motion gives rise to a product system in the
sense of William Arveson (that is, a continuous tensor product system of
Hilbert spaces). Replacing the Brownian motion with a Bessel process we get a
continuum of non-isomorphic product systems.","{'term': u'math.FA', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,13,10,math.FA
